ID,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing
2702,0_to_200,15,prior_payments_delayed,furniture,3295,less_100,4_to_7,4,male,co-applicant,4,car_other,51,none,free
2703,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,22,stores,rent
2704,0_to_200,28,credits_paid_to_date,furniture,3515,less_100,less_1,2,male,none,3,car_other,31,none,own
2705,no_checking,27,credits_paid_to_date,radio_tv,3279,100_to_500,1_to_4,2,male,none,3,car_other,28,stores,own
2706,0_to_200,13,all_credits_paid_back,car_new,763,less_100,unemployed,1,male,none,2,real_estate,30,none,own
2707,0_to_200,19,prior_payments_delayed,car_used,250,100_to_500,greater_7,2,female,none,2,real_estate,31,stores,own
2708,no_checking,25,prior_payments_delayed,radio_tv,4877,100_to_500,greater_7,3,female,none,3,unknown,43,none,own
2709,greater_200,12,prior_payments_delayed,furniture,250,100_to_500,4_to_7,2,male,none,3,real_estate,40,none,rent
2710,less_0,14,prior_payments_delayed,radio_tv,1225,500_to_1000,1_to_4,3,male,none,3,car_other,42,none,rent
2711,no_checking,18,prior_payments_delayed,retraining,2036,100_to_500,1_to_4,3,male,none,3,real_estate,28,stores,own
2712,0_to_200,22,credits_paid_to_date,furniture,3834,100_to_500,unemployed,2,female,none,3,car_other,28,none,own
2713,less_0,4,credits_paid_to_date,education,250,less_100,unemployed,2,female,none,1,real_estate,19,none,rent
2714,no_checking,30,outstanding_credit,repairs,7908,500_to_1000,4_to_7,3,male,co-applicant,3,unknown,44,none,free
2715,0_to_200,10,credits_paid_to_date,car_used,2430,less_100,unemployed,2,male,none,3,real_estate,31,none,own
2716,no_checking,45,outstanding_credit,education,7355,unknown,4_to_7,4,male,co-applicant,5,car_other,45,none,own
2717,0_to_200,22,outstanding_credit,education,1846,100_to_500,1_to_4,3,female,co-applicant,2,real_estate,41,none,own
2718,no_checking,25,outstanding_credit,appliances,5862,500_to_1000,greater_7,4,male,guarantor,5,car_other,59,none,free
2719,less_0,11,prior_payments_delayed,furniture,250,less_100,4_to_7,2,male,none,1,savings_insurance,24,stores,own
2720,0_to_200,15,credits_paid_to_date,education,5565,less_100,4_to_7,3,male,none,3,unknown,35,none,free
2721,greater_200,46,prior_payments_delayed,furniture,2546,500_to_1000,greater_7,4,male,guarantor,2,savings_insurance,36,stores,free
2722,less_0,12,prior_payments_delayed,furniture,997,500_to_1000,4_to_7,3,male,none,2,car_other,32,none,rent
2723,less_0,4,credits_paid_to_date,car_used,250,less_100,1_to_4,2,female,none,3,real_estate,22,stores,own
2724,less_0,16,credits_paid_to_date,vacation,3529,less_100,4_to_7,2,male,none,2,savings_insurance,24,none,own
2725,0_to_200,4,no_credits,repairs,1464,less_100,unemployed,1,male,none,1,real_estate,19,none,rent
2726,no_checking,43,outstanding_credit,other,6949,unknown,greater_7,5,male,co-applicant,4,car_other,57,none,free
2727,less_0,13,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,19,stores,rent
2728,0_to_200,24,all_credits_paid_back,appliances,3822,500_to_1000,4_to_7,4,male,none,2,car_other,30,none,own
2729,no_checking,32,outstanding_credit,repairs,6954,500_to_1000,greater_7,4,male,co-applicant,3,unknown,56,none,free
2730,no_checking,26,outstanding_credit,vacation,7203,unknown,greater_7,5,female,co-applicant,5,unknown,60,none,free
2731,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent
2732,no_checking,37,prior_payments_delayed,repairs,7928,500_to_1000,greater_7,4,male,co-applicant,5,unknown,50,none,free
2733,greater_200,28,prior_payments_delayed,radio_tv,3078,100_to_500,4_to_7,3,female,co-applicant,4,savings_insurance,33,none,own
2734,no_checking,49,prior_payments_delayed,repairs,5595,500_to_1000,4_to_7,4,male,co-applicant,4,car_other,42,none,own
2735,greater_200,23,credits_paid_to_date,car_new,294,500_to_1000,less_1,3,male,none,4,savings_insurance,33,bank,rent
2736,less_0,22,credits_paid_to_date,retraining,2683,less_100,less_1,3,female,none,2,savings_insurance,28,none,own
2737,no_checking,8,credits_paid_to_date,education,1903,100_to_500,4_to_7,2,male,none,3,savings_insurance,38,none,own
2738,less_0,16,credits_paid_to_date,car_new,705,less_100,unemployed,1,female,none,1,savings_insurance,27,stores,own
2739,no_checking,8,prior_payments_delayed,car_new,2008,greater_1000,greater_7,4,male,none,2,real_estate,27,none,own
2740,less_0,19,credits_paid_to_date,car_new,2192,500_to_1000,4_to_7,2,male,none,2,car_other,34,none,own
2741,less_0,4,credits_paid_to_date,car_used,1657,less_100,less_1,2,female,none,3,savings_insurance,20,none,rent
2742,0_to_200,20,no_credits,furniture,1652,less_100,unemployed,1,male,none,2,savings_insurance,22,none,rent
2743,greater_200,12,credits_paid_to_date,car_used,5380,less_100,1_to_4,2,male,none,3,unknown,47,bank,own
2744,0_to_200,29,credits_paid_to_date,radio_tv,3617,100_to_500,greater_7,3,male,none,2,savings_insurance,34,none,own
2745,no_checking,35,prior_payments_delayed,radio_tv,4945,500_to_1000,4_to_7,3,female,none,3,unknown,41,none,own
2746,0_to_200,18,prior_payments_delayed,retraining,4055,less_100,less_1,2,male,none,3,car_other,45,stores,own
2747,no_checking,17,credits_paid_to_date,appliances,2795,100_to_500,1_to_4,3,female,none,3,savings_insurance,38,none,own
2748,no_checking,34,outstanding_credit,repairs,7405,500_to_1000,4_to_7,5,male,none,5,unknown,46,stores,own
2749,less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,male,none,1,real_estate,22,none,own
2750,less_0,12,all_credits_paid_back,car_used,264,less_100,less_1,2,male,none,1,real_estate,29,stores,rent
2751,no_checking,30,prior_payments_delayed,appliances,5928,100_to_500,greater_7,4,male,none,4,car_other,44,none,free
2752,no_checking,40,prior_payments_delayed,furniture,6032,500_to_1000,4_to_7,5,male,co-applicant,3,car_other,36,stores,own
2753,greater_200,4,prior_payments_delayed,retraining,3248,less_100,4_to_7,3,male,none,4,car_other,27,none,free
2754,0_to_200,17,credits_paid_to_date,car_new,5869,100_to_500,4_to_7,3,female,none,2,car_other,38,none,own
2755,less_0,11,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,2,real_estate,40,stores,own
2756,0_to_200,20,prior_payments_delayed,radio_tv,2295,500_to_1000,greater_7,4,male,none,3,savings_insurance,39,none,own
2757,no_checking,17,outstanding_credit,radio_tv,1818,greater_1000,4_to_7,3,male,none,4,car_other,41,none,own
2758,no_checking,36,prior_payments_delayed,radio_tv,8931,unknown,4_to_7,5,male,co-applicant,4,car_other,54,none,own
2759,no_checking,8,credits_paid_to_date,repairs,3106,100_to_500,1_to_4,3,male,none,4,savings_insurance,45,none,own
2760,less_0,8,prior_payments_delayed,car_used,1714,500_to_1000,4_to_7,3,female,none,2,real_estate,41,none,own
2761,less_0,7,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,19,stores,rent
2762,less_0,21,prior_payments_delayed,radio_tv,1782,less_100,4_to_7,2,male,none,2,savings_insurance,41,none,rent
2763,less_0,18,credits_paid_to_date,car_new,444,less_100,less_1,1,female,none,2,savings_insurance,19,stores,own
2764,less_0,21,credits_paid_to_date,car_new,784,500_to_1000,1_to_4,3,male,none,1,savings_insurance,31,stores,own
2765,no_checking,24,all_credits_paid_back,car_new,5311,less_100,1_to_4,4,male,none,3,savings_insurance,31,none,own
2766,greater_200,31,prior_payments_delayed,business,4694,100_to_500,1_to_4,4,female,none,2,car_other,42,none,own
2767,no_checking,33,outstanding_credit,other,5253,greater_1000,greater_7,5,male,none,3,car_other,43,none,own
2768,0_to_200,35,all_credits_paid_back,radio_tv,3278,less_100,4_to_7,3,male,none,1,car_other,37,none,free
2769,0_to_200,18,prior_payments_delayed,radio_tv,4953,less_100,greater_7,4,male,none,4,unknown,31,none,own
2770,greater_200,39,prior_payments_delayed,appliances,8761,100_to_500,4_to_7,3,female,co-applicant,4,car_other,32,none,own
2771,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,rent
2772,greater_200,28,prior_payments_delayed,car_used,3942,100_to_500,4_to_7,4,male,none,3,savings_insurance,46,none,free
2773,less_0,16,credits_paid_to_date,car_new,250,less_100,unemployed,1,female,none,1,savings_insurance,22,stores,rent
2774,greater_200,19,all_credits_paid_back,car_new,3137,100_to_500,1_to_4,3,male,none,2,savings_insurance,31,none,own
2775,no_checking,24,prior_payments_delayed,appliances,6763,100_to_500,4_to_7,4,male,none,3,car_other,41,stores,rent
2776,0_to_200,26,credits_paid_to_date,car_new,1950,500_to_1000,1_to_4,3,female,none,2,real_estate,32,none,rent
2777,less_0,4,no_credits,car_new,250,less_100,less_1,1,female,none,1,real_estate,19,none,rent
2778,less_0,28,credits_paid_to_date,radio_tv,2074,500_to_1000,4_to_7,2,male,none,3,savings_insurance,42,stores,own
2779,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent
2780,0_to_200,39,outstanding_credit,appliances,6277,unknown,greater_7,5,male,none,4,unknown,47,stores,own
2781,no_checking,25,prior_payments_delayed,appliances,1749,100_to_500,1_to_4,2,female,none,2,savings_insurance,30,none,own
2782,0_to_200,27,credits_paid_to_date,radio_tv,4505,less_100,1_to_4,3,male,none,2,car_other,37,none,own
2783,no_checking,15,outstanding_credit,radio_tv,3722,100_to_500,4_to_7,4,male,none,4,car_other,32,stores,rent
2784,no_checking,50,outstanding_credit,repairs,9426,greater_1000,4_to_7,5,male,co-applicant,5,car_other,42,none,free
2785,0_to_200,4,all_credits_paid_back,car_new,576,100_to_500,unemployed,2,male,none,3,real_estate,19,stores,rent
2786,no_checking,37,prior_payments_delayed,appliances,5060,500_to_1000,greater_7,5,male,none,5,car_other,44,none,own
2787,no_checking,18,credits_paid_to_date,furniture,3366,100_to_500,1_to_4,4,male,none,4,real_estate,19,none,own
2788,no_checking,31,prior_payments_delayed,car_used,7864,100_to_500,greater_7,4,male,co-applicant,4,unknown,51,none,free
2789,0_to_200,5,all_credits_paid_back,car_used,2994,100_to_500,4_to_7,3,male,none,2,real_estate,36,none,rent
2790,less_0,17,credits_paid_to_date,furniture,4622,less_100,1_to_4,3,female,none,2,savings_insurance,35,none,own
2791,no_checking,12,credits_paid_to_date,furniture,7114,less_100,1_to_4,3,male,none,3,savings_insurance,40,none,free
2792,less_0,11,credits_paid_to_date,vacation,3765,100_to_500,unemployed,3,female,none,3,real_estate,34,none,rent
2793,no_checking,32,prior_payments_delayed,car_used,2022,unknown,greater_7,4,female,none,4,unknown,32,bank,own
2794,0_to_200,25,prior_payments_delayed,business,3037,100_to_500,greater_7,4,male,none,4,savings_insurance,35,none,own
2795,0_to_200,24,credits_paid_to_date,business,703,greater_1000,1_to_4,3,female,none,2,real_estate,20,none,own
2796,less_0,11,prior_payments_delayed,furniture,1395,less_100,4_to_7,3,male,none,2,car_other,31,none,own
2797,no_checking,37,outstanding_credit,radio_tv,5821,unknown,greater_7,5,male,co-applicant,5,car_other,51,none,own
2798,0_to_200,21,outstanding_credit,business,2900,100_to_500,1_to_4,4,male,none,3,unknown,49,none,own
2799,0_to_200,16,all_credits_paid_back,furniture,250,less_100,1_to_4,3,female,none,2,real_estate,22,none,own
2800,0_to_200,35,prior_payments_delayed,car_used,2660,100_to_500,less_1,3,female,none,3,savings_insurance,29,none,rent
2801,no_checking,39,prior_payments_delayed,repairs,6263,500_to_1000,greater_7,5,male,none,5,car_other,48,none,free
2802,no_checking,27,prior_payments_delayed,appliances,5206,100_to_500,4_to_7,4,male,none,5,savings_insurance,38,none,own
2803,0_to_200,16,credits_paid_to_date,furniture,250,500_to_1000,4_to_7,3,male,none,3,savings_insurance,44,none,own
2804,less_0,12,no_credits,car_new,3147,less_100,less_1,1,male,none,2,real_estate,31,none,own
2805,greater_200,21,credits_paid_to_date,radio_tv,258,100_to_500,4_to_7,2,male,co-applicant,3,savings_insurance,39,bank,free
2806,greater_200,23,outstanding_credit,car_used,3415,greater_1000,greater_7,3,male,none,3,unknown,44,bank,own
2807,less_0,4,credits_paid_to_date,vacation,1576,less_100,less_1,2,female,none,2,car_other,31,none,own
2808,no_checking,29,prior_payments_delayed,appliances,4338,500_to_1000,4_to_7,4,male,none,4,car_other,48,none,own
2809,no_checking,17,credits_paid_to_date,radio_tv,6354,less_100,1_to_4,3,female,none,4,unknown,32,none,own
2810,greater_200,36,prior_payments_delayed,appliances,4390,100_to_500,4_to_7,3,male,none,3,car_other,40,none,free
2811,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,bank,rent
2812,no_checking,38,prior_payments_delayed,furniture,6199,unknown,greater_7,5,male,co-applicant,4,unknown,52,none,free
2813,no_checking,20,outstanding_credit,appliances,3437,unknown,greater_7,3,male,co-applicant,4,car_other,60,none,own
2814,less_0,9,all_credits_paid_back,car_used,687,less_100,less_1,2,female,none,1,savings_insurance,31,stores,own
2815,0_to_200,22,outstanding_credit,furniture,2765,100_to_500,greater_7,4,male,none,2,unknown,40,none,own
2816,0_to_200,19,prior_payments_delayed,education,4181,100_to_500,4_to_7,4,male,none,2,car_other,35,none,own
2817,0_to_200,19,prior_payments_delayed,retraining,4204,100_to_500,1_to_4,3,male,none,3,savings_insurance,37,none,own
2818,less_0,19,credits_paid_to_date,furniture,1722,less_100,less_1,2,female,none,3,real_estate,21,none,own
2819,less_0,19,credits_paid_to_date,car_used,2634,less_100,less_1,1,male,none,1,real_estate,23,stores,own
2820,no_checking,30,outstanding_credit,furniture,8404,unknown,4_to_7,4,male,co-applicant,3,car_other,56,none,free
2821,no_checking,12,credits_paid_to_date,car_used,2487,greater_1000,less_1,3,male,none,3,savings_insurance,45,none,own
2822,no_checking,29,prior_payments_delayed,appliances,5488,100_to_500,4_to_7,4,female,none,4,car_other,52,none,own
2823,no_checking,44,outstanding_credit,radio_tv,7689,unknown,greater_7,5,male,co-applicant,3,unknown,61,bank,own
2824,0_to_200,16,credits_paid_to_date,car_new,1370,less_100,less_1,3,male,none,3,car_other,31,none,rent
2825,no_checking,26,outstanding_credit,furniture,6278,greater_1000,1_to_4,4,male,none,5,car_other,29,none,own
2826,less_0,9,all_credits_paid_back,car_new,250,less_100,less_1,2,male,co-applicant,2,savings_insurance,31,stores,own
2827,less_0,5,all_credits_paid_back,car_new,250,100_to_500,1_to_4,1,female,co-applicant,2,real_estate,31,stores,own
2828,greater_200,26,credits_paid_to_date,furniture,3308,100_to_500,4_to_7,4,female,none,4,car_other,55,none,own
2829,less_0,19,prior_payments_delayed,car_new,1904,less_100,1_to_4,2,male,none,2,savings_insurance,25,none,own
2830,no_checking,28,outstanding_credit,appliances,5069,500_to_1000,4_to_7,4,male,none,3,car_other,50,none,free
2831,less_0,17,credits_paid_to_date,car_new,2549,less_100,4_to_7,3,female,none,3,real_estate,37,none,own
2832,0_to_200,20,credits_paid_to_date,furniture,4787,less_100,4_to_7,2,male,none,3,savings_insurance,32,none,own
2833,no_checking,15,all_credits_paid_back,car_new,322,500_to_1000,1_to_4,3,male,none,3,real_estate,48,none,own
2834,less_0,10,all_credits_paid_back,car_used,2141,100_to_500,less_1,2,male,none,2,car_other,37,none,own
2835,no_checking,22,credits_paid_to_date,radio_tv,3855,500_to_1000,greater_7,4,female,none,4,car_other,46,none,own
2836,no_checking,31,prior_payments_delayed,furniture,8220,100_to_500,greater_7,5,male,guarantor,5,car_other,56,stores,free
2837,no_checking,10,credits_paid_to_date,furniture,6084,100_to_500,4_to_7,2,male,none,3,savings_insurance,37,none,own
2838,0_to_200,23,credits_paid_to_date,furniture,4323,100_to_500,4_to_7,4,female,co-applicant,4,car_other,43,stores,own
2839,0_to_200,13,prior_payments_delayed,vacation,2742,less_100,4_to_7,2,male,none,3,savings_insurance,34,none,own
2840,no_checking,27,prior_payments_delayed,furniture,5494,100_to_500,greater_7,4,female,none,4,car_other,42,none,own
2841,less_0,22,credits_paid_to_date,car_used,3233,less_100,unemployed,1,female,none,2,real_estate,19,none,own
2842,less_0,16,credits_paid_to_date,furniture,4480,less_100,less_1,2,female,none,3,car_other,36,none,own
2843,less_0,16,prior_payments_delayed,retraining,1781,less_100,4_to_7,3,female,none,3,car_other,35,stores,rent
2844,no_checking,34,prior_payments_delayed,radio_tv,5890,500_to_1000,greater_7,3,male,none,3,savings_insurance,42,none,free
2845,0_to_200,29,credits_paid_to_date,business,3745,less_100,4_to_7,4,male,none,2,savings_insurance,26,none,own
2846,0_to_200,14,credits_paid_to_date,appliances,1980,less_100,4_to_7,2,male,none,2,real_estate,33,none,own
2847,0_to_200,19,prior_payments_delayed,car_used,2894,greater_1000,greater_7,2,male,none,2,car_other,33,bank,own
2848,greater_200,28,credits_paid_to_date,car_new,2761,500_to_1000,less_1,3,male,none,4,savings_insurance,37,none,rent
2849,no_checking,27,outstanding_credit,radio_tv,7621,500_to_1000,4_to_7,4,male,co-applicant,5,car_other,51,none,own
2850,less_0,22,credits_paid_to_date,car_used,2801,less_100,less_1,3,female,none,2,real_estate,25,none,own
2851,0_to_200,9,prior_payments_delayed,car_new,3244,less_100,1_to_4,3,male,none,2,savings_insurance,23,none,own
2852,0_to_200,18,credits_paid_to_date,car_used,2829,less_100,1_to_4,2,male,none,3,savings_insurance,30,none,rent
2853,no_checking,24,prior_payments_delayed,appliances,9361,100_to_500,4_to_7,4,male,co-applicant,3,unknown,44,none,own
2854,0_to_200,32,credits_paid_to_date,car_used,3862,100_to_500,less_1,2,male,none,2,savings_insurance,24,bank,rent
2855,0_to_200,13,credits_paid_to_date,car_new,1455,500_to_1000,4_to_7,3,male,none,3,savings_insurance,51,none,own
2856,no_checking,29,outstanding_credit,furniture,6000,greater_1000,4_to_7,3,male,none,4,unknown,57,none,own
2857,0_to_200,10,credits_paid_to_date,furniture,2190,less_100,4_to_7,3,male,co-applicant,3,car_other,44,none,free
2858,no_checking,32,prior_payments_delayed,car_used,4756,unknown,4_to_7,4,male,none,3,savings_insurance,42,none,own
2859,no_checking,23,prior_payments_delayed,car_used,6572,100_to_500,1_to_4,3,female,none,4,unknown,52,none,own
2860,less_0,24,prior_payments_delayed,radio_tv,1964,500_to_1000,1_to_4,3,female,co-applicant,3,car_other,46,stores,own
