ID,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
3917,1,skilled,1,none,yes,No Risk
3918,2,unskilled,1,yes,yes,Risk
3919,2,skilled,1,yes,yes,Risk
3920,2,skilled,1,yes,yes,No Risk
3921,2,skilled,1,yes,yes,Risk
3922,2,skilled,1,none,yes,No Risk
3923,1,skilled,1,none,yes,No Risk
3924,2,skilled,1,yes,yes,No Risk
3925,2,unskilled,2,none,yes,No Risk
3926,1,management_self-employed,1,none,yes,No Risk
3927,1,skilled,1,none,yes,No Risk
3928,2,unskilled,1,yes,yes,Risk
3929,1,skilled,1,none,yes,No Risk
3930,2,skilled,2,yes,yes,Risk
3931,2,skilled,1,none,yes,No Risk
3932,2,skilled,1,yes,yes,Risk
3933,1,unemployed,1,yes,yes,Risk
3934,1,skilled,1,yes,yes,No Risk
3935,2,unskilled,1,yes,no,No Risk
3936,2,unskilled,1,none,yes,No Risk
3937,1,skilled,1,yes,yes,Risk
3938,2,management_self-employed,2,yes,yes,Risk
3939,2,skilled,1,yes,yes,Risk
3940,2,skilled,2,yes,yes,No Risk
3941,1,skilled,1,none,yes,No Risk
3942,1,skilled,1,yes,yes,No Risk
3943,1,unemployed,1,yes,yes,Risk
3944,2,unskilled,2,yes,yes,Risk
3945,2,management_self-employed,1,none,no,Risk
3946,2,skilled,2,yes,yes,Risk
3947,2,management_self-employed,1,yes,yes,Risk
3948,2,skilled,2,yes,yes,Risk
3949,1,skilled,1,none,yes,No Risk
3950,3,skilled,1,yes,yes,No Risk
3951,2,skilled,2,yes,yes,Risk
3952,2,management_self-employed,1,none,yes,No Risk
3953,1,skilled,1,none,yes,Risk
3954,1,skilled,1,none,yes,No Risk
3955,1,skilled,1,yes,yes,No Risk
3956,1,skilled,2,none,yes,No Risk
3957,1,skilled,1,none,yes,No Risk
3958,2,skilled,1,yes,yes,Risk
3959,1,skilled,1,none,yes,No Risk
3960,2,skilled,1,yes,yes,Risk
3961,1,skilled,1,none,yes,No Risk
3962,2,unskilled,2,yes,yes,Risk
3963,1,unemployed,1,none,yes,No Risk
3964,1,unemployed,1,yes,yes,No Risk
3965,1,skilled,1,none,yes,No Risk
3966,2,skilled,1,none,yes,No Risk
3967,1,skilled,2,yes,yes,Risk
3968,2,skilled,2,yes,yes,No Risk
3969,2,skilled,1,yes,yes,Risk
3970,2,management_self-employed,1,none,yes,No Risk
3971,2,skilled,2,yes,yes,Risk
3972,2,management_self-employed,2,yes,yes,Risk
3973,2,skilled,1,yes,yes,No Risk
3974,1,unskilled,1,yes,yes,No Risk
3975,1,skilled,1,none,yes,No Risk
3976,2,skilled,2,yes,yes,Risk
3977,1,management_self-employed,1,yes,yes,No Risk
3978,2,skilled,1,none,yes,No Risk
3979,1,skilled,1,none,yes,No Risk
3980,2,skilled,1,none,yes,No Risk
3981,3,unskilled,1,yes,no,No Risk
3982,1,unskilled,1,yes,yes,No Risk
3983,2,unskilled,1,none,yes,No Risk
3984,1,unskilled,1,yes,yes,No Risk
3985,1,skilled,1,none,yes,No Risk
3986,1,unskilled,1,yes,yes,Risk
3987,1,skilled,2,yes,no,No Risk
3988,1,skilled,1,none,yes,Risk
3989,1,unskilled,1,none,yes,No Risk
3990,2,unskilled,1,yes,yes,Risk
3991,2,management_self-employed,1,yes,yes,No Risk
3992,2,management_self-employed,1,none,yes,No Risk
3993,2,unskilled,2,yes,yes,No Risk
3994,2,skilled,1,yes,yes,Risk
3995,2,skilled,1,yes,yes,Risk
3996,1,management_self-employed,2,none,yes,No Risk
3997,2,skilled,1,none,yes,Risk
3998,1,skilled,1,none,yes,No Risk
3999,1,skilled,1,none,yes,No Risk
4000,2,skilled,2,yes,yes,Risk
4001,1,skilled,1,none,yes,No Risk
4002,1,skilled,1,yes,yes,No Risk
4003,2,management_self-employed,1,yes,yes,No Risk
4004,2,skilled,1,none,yes,No Risk
4005,2,skilled,1,yes,yes,Risk
4006,2,unskilled,1,none,yes,No Risk
4007,1,skilled,1,none,yes,No Risk
4008,2,skilled,1,none,yes,No Risk
4009,2,skilled,2,yes,yes,No Risk
4010,2,management_self-employed,1,none,yes,Risk
4011,1,management_self-employed,1,none,yes,No Risk
4012,2,unemployed,2,yes,yes,Risk
4013,1,management_self-employed,1,yes,yes,Risk
4014,1,skilled,1,none,yes,No Risk
4015,1,skilled,1,none,yes,No Risk
4016,2,management_self-employed,2,yes,yes,No Risk
4017,2,skilled,1,yes,yes,Risk
4018,2,skilled,1,yes,yes,Risk
4019,1,skilled,2,none,yes,Risk
4020,1,skilled,1,yes,no,No Risk
4021,1,management_self-employed,1,yes,yes,No Risk
4022,2,skilled,1,yes,yes,Risk
4023,1,skilled,1,none,yes,Risk
4024,3,skilled,1,none,yes,Risk
4025,1,skilled,1,yes,yes,Risk
4026,1,skilled,1,none,yes,Risk
4027,1,management_self-employed,1,yes,yes,No Risk
4028,2,skilled,1,yes,yes,Risk
4029,1,unemployed,1,none,yes,No Risk
4030,2,skilled,2,none,yes,Risk
4031,2,skilled,2,yes,yes,Risk
4032,2,unskilled,2,yes,yes,Risk
4033,2,skilled,1,yes,yes,No Risk
4034,1,skilled,1,none,yes,No Risk
4035,2,skilled,1,yes,yes,Risk
4036,3,skilled,2,yes,yes,Risk
4037,2,management_self-employed,2,yes,yes,Risk
4038,2,skilled,1,yes,yes,Risk
4039,1,skilled,1,none,yes,No Risk
4040,2,skilled,2,yes,yes,No Risk
4041,1,management_self-employed,1,none,yes,No Risk
4042,1,unemployed,1,none,yes,No Risk
4043,1,skilled,1,none,yes,No Risk
4044,1,skilled,1,none,yes,Risk
4045,1,skilled,1,none,yes,No Risk
4046,1,unemployed,1,none,yes,No Risk
4047,1,unskilled,1,none,yes,Risk
4048,1,skilled,2,yes,yes,No Risk
4049,1,management_self-employed,1,none,yes,No Risk
4050,2,unskilled,1,yes,yes,No Risk
4051,1,unskilled,1,none,yes,No Risk
4052,1,unemployed,1,yes,yes,No Risk
4053,2,unskilled,1,yes,yes,Risk
4054,1,skilled,1,none,yes,No Risk
4055,2,skilled,1,yes,yes,No Risk
4056,1,skilled,1,none,yes,No Risk
4057,1,skilled,1,none,yes,No Risk
4058,2,skilled,1,yes,yes,No Risk
4059,2,skilled,1,none,yes,Risk
4060,1,skilled,1,none,yes,No Risk
4061,1,unskilled,2,yes,yes,No Risk
4062,2,skilled,1,yes,yes,Risk
4063,2,skilled,1,none,yes,No Risk
4064,2,skilled,1,yes,yes,No Risk
4065,2,skilled,1,none,yes,No Risk
4066,3,skilled,1,none,yes,No Risk
4067,1,unskilled,1,none,yes,No Risk
4068,1,skilled,1,none,yes,Risk
4069,2,skilled,1,yes,yes,Risk
4070,1,skilled,1,none,yes,No Risk
4071,2,skilled,1,none,yes,Risk
4072,2,skilled,1,yes,yes,Risk
4073,1,skilled,1,none,yes,No Risk
4074,2,management_self-employed,2,yes,yes,Risk
4075,1,unemployed,1,none,yes,No Risk
4076,1,skilled,1,none,yes,No Risk
4077,1,management_self-employed,2,none,yes,Risk
4078,2,unemployed,2,yes,yes,No Risk
4079,1,management_self-employed,1,yes,yes,No Risk
4080,2,skilled,1,yes,yes,Risk
4081,1,skilled,1,none,yes,No Risk
4082,2,management_self-employed,1,yes,no,Risk
4083,2,skilled,1,none,yes,Risk
4084,2,management_self-employed,1,yes,no,Risk
4085,1,skilled,1,none,yes,No Risk
4086,2,skilled,2,yes,yes,Risk
4087,2,skilled,1,yes,yes,Risk
4088,1,skilled,1,none,yes,Risk
4089,2,management_self-employed,1,yes,yes,Risk
4090,2,unskilled,1,none,yes,No Risk
4091,2,skilled,1,yes,yes,Risk
4092,1,skilled,1,none,yes,No Risk
4093,1,skilled,1,none,yes,No Risk
4094,2,skilled,1,none,yes,Risk
4095,2,skilled,1,none,yes,Risk
4096,2,skilled,1,none,yes,No Risk
4097,1,skilled,1,yes,yes,No Risk
4098,1,skilled,1,yes,no,Risk
4099,2,skilled,1,none,yes,Risk
4100,1,skilled,1,none,yes,No Risk
4101,1,unskilled,1,none,yes,No Risk
4102,3,skilled,2,yes,yes,Risk
4103,1,unskilled,2,yes,yes,No Risk
4104,2,skilled,2,yes,yes,Risk
4105,2,skilled,1,yes,yes,No Risk
4106,3,skilled,2,yes,yes,Risk
4107,1,unskilled,1,none,yes,No Risk
4108,2,unskilled,1,none,yes,Risk
4109,2,skilled,1,yes,yes,Risk
4110,2,skilled,1,none,yes,No Risk
4111,1,unskilled,1,none,yes,No Risk
4112,1,unemployed,2,none,yes,No Risk
4113,2,unskilled,1,yes,yes,Risk
4114,2,skilled,1,yes,yes,Risk
4115,2,management_self-employed,1,yes,yes,No Risk
4116,2,skilled,1,yes,yes,Risk
4117,1,skilled,1,yes,yes,No Risk
4118,1,management_self-employed,1,none,yes,No Risk
4119,1,skilled,1,none,yes,Risk
4120,1,skilled,2,yes,yes,Risk
4121,2,skilled,1,yes,yes,Risk
4122,2,skilled,1,yes,yes,Risk
4123,2,management_self-employed,1,yes,yes,Risk
4124,2,skilled,2,yes,yes,No Risk
4125,1,skilled,1,yes,yes,No Risk
4126,1,skilled,1,none,yes,No Risk
4127,1,skilled,2,none,yes,No Risk
4128,1,skilled,1,none,yes,No Risk
4129,1,skilled,1,none,yes,No Risk
4130,2,skilled,1,none,yes,Risk
4131,1,unskilled,1,none,yes,Risk
4132,1,management_self-employed,1,yes,yes,Risk
4133,1,skilled,1,none,yes,No Risk
4134,2,management_self-employed,1,yes,yes,Risk
4135,1,skilled,1,none,yes,No Risk
4136,1,unskilled,1,none,yes,No Risk
4137,2,skilled,1,yes,yes,Risk
4138,1,skilled,1,none,yes,No Risk
4139,2,skilled,1,none,yes,Risk
4140,1,skilled,1,none,yes,No Risk
4141,1,skilled,1,none,yes,No Risk
4142,2,skilled,1,none,yes,Risk
4143,1,skilled,1,none,yes,No Risk
4144,2,skilled,1,yes,yes,Risk
4145,1,unskilled,1,none,yes,No Risk
4146,1,skilled,1,none,yes,No Risk
4147,1,skilled,1,none,yes,No Risk
4148,1,unskilled,1,none,yes,No Risk
4149,2,skilled,1,yes,yes,No Risk
4150,2,management_self-employed,1,yes,yes,Risk
4151,2,skilled,1,yes,yes,Risk
4152,1,skilled,1,none,yes,No Risk
4153,1,skilled,1,none,yes,No Risk
4154,1,skilled,1,yes,yes,No Risk
4155,1,skilled,1,none,yes,No Risk
4156,1,skilled,1,none,yes,No Risk
4157,1,skilled,1,none,yes,No Risk
4158,2,skilled,1,none,yes,No Risk
4159,1,unskilled,1,none,yes,No Risk
4160,1,skilled,1,none,yes,No Risk
4161,2,skilled,1,yes,yes,No Risk
4162,2,skilled,2,yes,yes,Risk
4163,1,skilled,1,none,yes,No Risk
4164,2,management_self-employed,1,yes,yes,No Risk
4165,1,skilled,1,none,yes,No Risk
4166,1,skilled,1,none,yes,No Risk
4167,1,skilled,1,none,yes,No Risk
4168,1,skilled,1,yes,yes,Risk
4169,2,skilled,2,yes,yes,Risk
4170,1,skilled,1,none,yes,Risk
4171,3,skilled,2,yes,yes,Risk
4172,1,skilled,1,none,yes,No Risk
4173,2,management_self-employed,2,none,yes,Risk
4174,2,skilled,1,yes,yes,No Risk
4175,1,unemployed,1,yes,yes,Risk
4176,2,skilled,1,yes,yes,Risk
4177,2,unskilled,1,yes,yes,Risk
4178,1,skilled,1,none,yes,No Risk
4179,2,skilled,1,yes,yes,No Risk
4180,2,management_self-employed,1,yes,yes,Risk
4181,1,skilled,1,none,yes,No Risk
4182,1,management_self-employed,1,yes,yes,Risk
4183,1,management_self-employed,1,none,yes,No Risk
4184,1,unskilled,1,none,yes,No Risk
4185,2,skilled,1,none,yes,No Risk
4186,2,skilled,2,yes,yes,No Risk
4187,1,skilled,1,none,yes,No Risk
4188,2,management_self-employed,1,yes,yes,Risk
4189,2,unskilled,1,yes,no,Risk
4190,1,management_self-employed,2,none,no,No Risk
4191,1,skilled,1,none,yes,No Risk
4192,3,skilled,1,none,yes,Risk
4193,1,management_self-employed,2,yes,yes,No Risk
4194,1,skilled,1,none,yes,No Risk
4195,1,unskilled,1,none,yes,No Risk
4196,2,unskilled,1,none,yes,No Risk
4197,2,unskilled,2,yes,yes,Risk
4198,2,management_self-employed,1,yes,yes,No Risk
4199,1,skilled,1,yes,yes,No Risk
4200,2,unemployed,1,yes,yes,No Risk
4201,2,skilled,1,none,yes,No Risk
4202,1,skilled,1,yes,yes,Risk
4203,1,skilled,1,none,yes,No Risk
4204,1,management_self-employed,1,yes,yes,No Risk
4205,1,management_self-employed,1,none,yes,Risk
4206,2,skilled,1,none,yes,Risk
4207,1,skilled,2,none,yes,Risk
4208,1,skilled,1,none,yes,No Risk
4209,2,skilled,1,none,yes,No Risk
4210,2,skilled,1,none,yes,Risk
4211,2,skilled,1,yes,yes,No Risk
4212,1,management_self-employed,1,none,yes,Risk
4213,2,skilled,1,none,no,Risk
4214,1,skilled,1,yes,yes,Risk
4215,1,skilled,1,none,yes,No Risk
4216,3,skilled,2,yes,yes,No Risk
4217,2,skilled,1,yes,yes,Risk
4218,2,skilled,1,none,yes,No Risk
4219,1,unskilled,1,yes,yes,Risk
4220,1,unemployed,1,none,yes,No Risk
4221,1,unskilled,1,none,yes,No Risk
4222,2,skilled,2,yes,yes,Risk
4223,1,skilled,1,none,yes,Risk
4224,2,skilled,1,none,yes,No Risk
4225,1,skilled,1,none,yes,No Risk
4226,2,unskilled,1,none,yes,Risk
4227,1,skilled,1,yes,yes,No Risk
4228,1,skilled,1,none,yes,Risk
4229,1,skilled,1,yes,yes,No Risk
4230,1,skilled,1,none,yes,No Risk
4231,2,skilled,2,yes,no,Risk
4232,2,management_self-employed,2,yes,yes,Risk
4233,1,unskilled,2,none,yes,No Risk
4234,2,management_self-employed,1,none,yes,No Risk
4235,1,skilled,1,none,yes,No Risk
4236,1,management_self-employed,1,none,yes,No Risk
4237,2,unemployed,1,yes,yes,Risk
4238,2,unskilled,2,yes,yes,No Risk
4239,1,skilled,1,none,yes,No Risk
4240,2,management_self-employed,1,none,yes,Risk
4241,2,management_self-employed,1,none,yes,No Risk
4242,2,skilled,2,yes,yes,Risk
4243,1,skilled,1,none,yes,No Risk
4244,2,skilled,2,yes,yes,Risk
4245,1,unskilled,1,none,yes,No Risk
4246,1,skilled,1,none,yes,Risk
4247,1,skilled,1,none,yes,Risk
4248,1,skilled,1,yes,yes,No Risk
4249,1,skilled,1,none,yes,No Risk
4250,3,skilled,1,none,yes,Risk
4251,1,skilled,1,none,yes,Risk
4252,1,skilled,1,none,yes,No Risk
4253,1,management_self-employed,1,yes,yes,No Risk
4254,1,skilled,1,none,yes,No Risk
4255,1,skilled,1,yes,yes,No Risk
4256,2,management_self-employed,2,yes,yes,Risk
4257,1,management_self-employed,1,none,yes,No Risk
4258,1,skilled,1,yes,yes,No Risk
4259,1,unskilled,1,yes,yes,No Risk
4260,2,unemployed,1,yes,yes,No Risk
4261,1,unemployed,1,none,yes,No Risk
4262,2,skilled,2,yes,yes,Risk
4263,1,skilled,1,none,yes,No Risk
4264,1,management_self-employed,2,yes,yes,No Risk
4265,1,skilled,1,none,yes,No Risk
4266,1,skilled,1,none,yes,Risk
4267,1,skilled,1,yes,yes,No Risk
4268,2,skilled,1,none,yes,No Risk
4269,1,unskilled,1,none,yes,No Risk
4270,1,skilled,1,yes,yes,No Risk
4271,1,unskilled,1,none,yes,No Risk
4272,2,skilled,1,yes,yes,Risk
4273,1,unskilled,1,none,yes,No Risk
4274,1,skilled,1,none,yes,Risk
4275,1,management_self-employed,2,yes,yes,No Risk
4276,2,skilled,1,yes,yes,Risk
4277,1,skilled,1,none,yes,No Risk
4278,2,skilled,1,none,yes,Risk
4279,1,skilled,1,none,yes,No Risk
4280,1,skilled,1,none,yes,No Risk
4281,1,skilled,1,none,yes,No Risk
4282,1,unemployed,1,none,yes,Risk
4283,1,skilled,1,none,yes,No Risk
4284,2,skilled,1,yes,yes,Risk
4285,2,skilled,1,none,yes,Risk
4286,2,unskilled,1,none,yes,No Risk
4287,2,skilled,1,yes,yes,No Risk
4288,2,unskilled,2,yes,no,Risk
4289,1,unskilled,1,none,yes,No Risk
4290,2,skilled,1,yes,yes,Risk
4291,2,unskilled,1,none,yes,No Risk
4292,3,skilled,2,yes,yes,Risk
4293,1,skilled,1,none,yes,No Risk
4294,2,skilled,2,yes,yes,Risk
4295,1,skilled,1,yes,yes,No Risk
4296,2,skilled,1,yes,yes,No Risk
4297,1,skilled,1,none,yes,No Risk
4298,2,skilled,2,yes,yes,Risk
4299,1,skilled,1,none,yes,No Risk
4300,2,skilled,1,yes,yes,No Risk
4301,1,management_self-employed,2,yes,yes,No Risk
4302,2,skilled,1,yes,yes,No Risk
4303,1,skilled,1,none,yes,No Risk
4304,1,unskilled,1,none,yes,No Risk
4305,1,skilled,1,none,yes,No Risk
4306,2,skilled,1,none,yes,Risk
4307,1,skilled,1,none,yes,No Risk
4308,1,skilled,1,yes,yes,No Risk
4309,1,management_self-employed,1,yes,yes,No Risk
4310,2,skilled,2,yes,yes,Risk
4311,1,skilled,1,yes,yes,No Risk
4312,2,skilled,2,yes,no,Risk
4313,1,skilled,1,none,yes,No Risk
4314,1,skilled,1,none,yes,No Risk
4315,1,skilled,1,yes,yes,Risk
4316,1,skilled,1,none,yes,No Risk
4317,2,skilled,1,yes,yes,Risk
4318,2,skilled,1,yes,yes,Risk
4319,1,unemployed,1,yes,yes,No Risk
4320,1,unemployed,1,none,yes,No Risk
4321,1,skilled,1,none,yes,No Risk
4322,2,skilled,1,none,yes,No Risk
4323,2,skilled,1,yes,yes,No Risk
4324,2,skilled,1,yes,yes,No Risk
4325,1,unskilled,1,none,yes,No Risk
4326,2,skilled,1,none,yes,No Risk
4327,1,management_self-employed,2,none,yes,Risk
4328,1,skilled,1,none,yes,No Risk
4329,1,skilled,1,none,yes,No Risk
4330,1,skilled,2,none,yes,No Risk
4331,2,unskilled,1,none,yes,No Risk
4332,1,unemployed,1,none,yes,No Risk
4333,1,skilled,1,none,yes,Risk
4334,3,skilled,1,none,yes,No Risk
4335,2,unskilled,1,yes,yes,No Risk
4336,2,skilled,1,none,yes,No Risk
4337,1,unskilled,1,yes,yes,Risk
4338,2,management_self-employed,1,none,yes,Risk
4339,1,skilled,1,none,yes,Risk
4340,1,skilled,1,yes,no,Risk
4341,1,management_self-employed,1,none,yes,No Risk
4342,1,skilled,2,none,yes,No Risk
4343,2,skilled,1,none,yes,Risk
4344,1,skilled,1,yes,no,Risk
4345,1,management_self-employed,1,none,yes,No Risk
4346,2,skilled,1,yes,yes,Risk
4347,2,skilled,1,none,no,Risk
4348,1,skilled,1,none,yes,No Risk
4349,1,skilled,1,none,yes,No Risk
4350,2,skilled,2,yes,yes,Risk
4351,2,unemployed,1,yes,yes,Risk
4352,2,unskilled,2,none,yes,No Risk
4353,2,skilled,1,none,yes,No Risk
4354,2,management_self-employed,1,yes,yes,Risk
4355,1,skilled,1,none,yes,No Risk
4356,1,management_self-employed,1,none,yes,Risk
4357,1,unskilled,2,yes,no,No Risk
4358,1,unemployed,1,none,yes,Risk
4359,1,management_self-employed,2,yes,yes,No Risk
4360,1,skilled,1,none,yes,No Risk
4361,1,unemployed,1,yes,yes,No Risk
4362,2,skilled,1,yes,yes,Risk
4363,1,unskilled,1,none,yes,No Risk
4364,2,management_self-employed,1,yes,yes,No Risk
4365,1,skilled,1,yes,yes,No Risk
4366,2,management_self-employed,1,yes,yes,Risk
4367,1,unskilled,1,yes,yes,No Risk
4368,1,management_self-employed,1,none,yes,No Risk
4369,2,skilled,2,yes,yes,Risk
4370,2,skilled,1,yes,yes,No Risk
4371,2,unskilled,1,none,yes,No Risk
4372,1,skilled,1,none,yes,Risk
4373,1,skilled,1,none,yes,No Risk
4374,2,management_self-employed,1,none,yes,No Risk
4375,2,skilled,2,yes,yes,No Risk
4376,1,skilled,1,none,yes,No Risk
4377,2,unskilled,1,none,yes,No Risk
4378,2,skilled,1,none,yes,No Risk
4379,2,unemployed,2,yes,yes,Risk
4380,2,unskilled,1,none,yes,No Risk
4381,1,skilled,1,none,yes,No Risk
4382,1,skilled,1,yes,yes,Risk
4383,1,skilled,1,none,yes,No Risk
4384,1,unemployed,1,none,yes,No Risk
4385,1,management_self-employed,1,none,yes,No Risk
4386,2,skilled,1,yes,yes,Risk
4387,1,unemployed,1,none,yes,No Risk
4388,1,management_self-employed,1,none,yes,No Risk
4389,1,unskilled,1,yes,yes,Risk
4390,2,skilled,1,yes,yes,Risk
4391,1,skilled,1,none,yes,No Risk
4392,2,skilled,1,yes,yes,No Risk
4393,1,management_self-employed,1,none,yes,No Risk
4394,1,skilled,1,none,yes,No Risk
4395,1,skilled,2,yes,yes,No Risk
4396,1,skilled,1,none,yes,No Risk
4397,1,skilled,1,none,yes,No Risk
4398,1,skilled,2,none,yes,No Risk
4399,2,management_self-employed,1,none,yes,No Risk
4400,1,unemployed,1,none,yes,No Risk
4401,1,skilled,1,none,yes,No Risk
4402,1,skilled,1,yes,yes,No Risk
4403,1,management_self-employed,1,none,yes,No Risk
4404,2,skilled,1,none,yes,Risk
4405,1,skilled,1,none,yes,Risk
4406,1,skilled,1,none,yes,No Risk
4407,2,management_self-employed,1,none,yes,No Risk
4408,1,skilled,1,none,yes,Risk
4409,1,management_self-employed,1,none,yes,No Risk
4410,2,skilled,1,yes,yes,Risk
4411,1,skilled,1,none,yes,No Risk
4412,1,skilled,1,yes,yes,Risk
4413,2,skilled,1,yes,yes,Risk
4414,2,skilled,1,none,yes,Risk
4415,1,unskilled,1,none,yes,No Risk
4416,3,skilled,2,yes,yes,Risk
4417,1,skilled,1,none,yes,No Risk
4418,2,skilled,1,yes,yes,Risk
4419,2,skilled,1,none,yes,No Risk
4420,1,unemployed,1,yes,yes,Risk
4421,1,skilled,1,none,yes,Risk
4422,2,unskilled,1,none,yes,Risk
4423,2,skilled,1,yes,yes,Risk
4424,1,skilled,1,none,yes,No Risk
4425,1,skilled,1,yes,yes,No Risk
4426,2,unskilled,1,yes,yes,No Risk
4427,1,skilled,1,yes,yes,No Risk
4428,3,management_self-employed,2,yes,yes,Risk
4429,1,skilled,1,none,yes,No Risk
4430,1,skilled,1,yes,yes,No Risk
4431,2,management_self-employed,1,none,yes,Risk
4432,2,unskilled,2,yes,yes,Risk
4433,1,skilled,1,none,yes,Risk
4434,2,unskilled,1,yes,yes,No Risk
4435,2,unemployed,1,yes,yes,Risk
4436,1,skilled,1,none,yes,No Risk
4437,1,skilled,1,none,yes,No Risk
4438,2,skilled,1,yes,yes,Risk
4439,2,skilled,1,none,yes,Risk
4440,1,skilled,1,none,yes,No Risk
4441,1,skilled,1,none,yes,No Risk
4442,2,skilled,2,yes,yes,Risk
4443,2,skilled,1,none,yes,No Risk
4444,1,skilled,1,none,yes,No Risk
4445,1,skilled,2,yes,yes,No Risk
4446,2,skilled,1,yes,yes,Risk
4447,1,skilled,1,none,yes,No Risk
4448,2,management_self-employed,1,yes,yes,No Risk
4449,1,skilled,1,yes,yes,No Risk
4450,1,unskilled,1,none,yes,No Risk
4451,1,management_self-employed,1,none,yes,No Risk
4452,2,unemployed,1,yes,yes,No Risk
4453,1,skilled,1,none,yes,No Risk
4454,1,skilled,1,none,yes,No Risk
4455,1,management_self-employed,1,none,yes,No Risk
4456,2,skilled,1,yes,yes,Risk
4457,2,skilled,2,yes,yes,No Risk
4458,1,skilled,1,yes,yes,No Risk
4459,1,skilled,1,none,yes,No Risk
4460,1,skilled,1,none,yes,No Risk
4461,1,skilled,1,none,yes,No Risk
4462,2,skilled,1,yes,yes,Risk
4463,1,skilled,1,none,yes,No Risk
4464,2,skilled,2,yes,yes,Risk
4465,3,skilled,1,none,yes,Risk
4466,2,skilled,1,yes,yes,No Risk
4467,1,unskilled,2,none,yes,No Risk
4468,1,skilled,1,none,yes,No Risk
4469,1,skilled,1,none,yes,No Risk
4470,1,skilled,1,none,yes,No Risk
4471,1,skilled,1,none,yes,No Risk
4472,2,management_self-employed,1,none,yes,No Risk
4473,1,skilled,1,none,yes,No Risk
4474,1,skilled,1,yes,yes,No Risk
4475,2,skilled,1,none,yes,Risk
4476,1,unskilled,1,yes,yes,Risk
4477,1,skilled,2,none,yes,No Risk
4478,1,skilled,1,yes,yes,No Risk
4479,1,unskilled,2,yes,yes,No Risk
4480,1,unskilled,1,yes,yes,No Risk
4481,1,skilled,1,none,yes,No Risk
4482,2,skilled,1,none,yes,No Risk
4483,1,skilled,1,yes,no,Risk
4484,3,skilled,1,yes,yes,No Risk
4485,2,skilled,1,none,yes,Risk
4486,2,skilled,2,yes,yes,No Risk
4487,1,skilled,1,none,yes,Risk
4488,1,skilled,1,none,yes,No Risk
4489,2,unemployed,1,none,yes,No Risk
4490,1,unemployed,1,none,yes,No Risk
4491,1,skilled,1,none,yes,No Risk
4492,1,skilled,1,none,yes,No Risk
4493,1,skilled,1,none,yes,No Risk
4494,1,skilled,1,none,yes,No Risk
4495,1,skilled,1,none,yes,No Risk
4496,2,management_self-employed,1,none,yes,Risk
4497,1,skilled,1,none,yes,Risk
4498,2,management_self-employed,2,yes,yes,Risk
4499,1,management_self-employed,2,none,yes,No Risk
4500,3,skilled,2,yes,yes,Risk
4501,1,unskilled,1,none,yes,No Risk
4502,1,skilled,1,yes,yes,No Risk
4503,2,management_self-employed,1,yes,yes,No Risk
4504,2,management_self-employed,1,yes,yes,No Risk
4505,1,unskilled,1,none,yes,No Risk
4506,2,management_self-employed,1,yes,yes,Risk
4507,1,unskilled,1,none,yes,No Risk
4508,2,skilled,1,yes,yes,No Risk
4509,1,skilled,1,none,yes,No Risk
4510,1,skilled,1,yes,yes,No Risk
4511,1,skilled,1,none,yes,No Risk
4512,2,skilled,2,yes,yes,Risk
4513,1,skilled,1,yes,yes,No Risk
4514,1,skilled,1,none,yes,No Risk
4515,2,unemployed,2,yes,yes,No Risk
4516,2,skilled,2,yes,no,Risk
4517,2,skilled,1,none,yes,No Risk
4518,2,skilled,1,none,no,Risk
4519,2,unemployed,1,none,yes,No Risk
4520,1,unemployed,1,none,yes,No Risk
4521,1,skilled,1,none,yes,No Risk
4522,2,unemployed,1,none,yes,No Risk
4523,2,skilled,1,none,yes,No Risk
4524,1,skilled,1,none,yes,No Risk
4525,1,skilled,1,none,yes,No Risk
4526,2,skilled,2,yes,yes,Risk
4527,1,skilled,1,none,yes,No Risk
4528,1,management_self-employed,1,none,yes,No Risk
4529,1,management_self-employed,1,none,yes,No Risk
4530,1,unskilled,1,none,yes,No Risk
4531,2,unskilled,2,yes,yes,Risk
4532,2,management_self-employed,1,none,yes,No Risk
4533,2,skilled,1,none,yes,No Risk
4534,2,skilled,1,yes,no,Risk
4535,3,skilled,1,yes,yes,Risk
4536,2,skilled,1,none,yes,Risk
4537,2,skilled,1,yes,yes,Risk
4538,2,management_self-employed,2,yes,yes,Risk
4539,1,skilled,1,none,yes,No Risk
4540,1,skilled,1,none,yes,No Risk
4541,1,skilled,1,none,yes,No Risk
4542,1,skilled,1,yes,yes,Risk
4543,1,unemployed,1,none,yes,No Risk
4544,2,skilled,1,yes,yes,Risk
4545,1,management_self-employed,1,none,yes,Risk
4546,1,skilled,1,none,yes,No Risk
4547,1,management_self-employed,1,none,no,No Risk
4548,1,skilled,1,none,yes,Risk
4549,1,management_self-employed,2,none,yes,No Risk
4550,1,skilled,1,none,yes,No Risk
4551,2,management_self-employed,1,yes,yes,Risk
4552,2,skilled,1,none,yes,Risk
4553,2,unskilled,2,none,yes,Risk
4554,2,skilled,1,none,yes,No Risk
4555,1,skilled,1,none,yes,No Risk
4556,2,skilled,1,yes,yes,Risk
4557,1,skilled,1,yes,yes,No Risk
4558,2,skilled,1,none,yes,No Risk
4559,1,unskilled,1,none,yes,No Risk
4560,3,skilled,2,yes,yes,Risk
